N,k_per_token,F_rd,d_eff,load,rho_blk,coherence,welch_floor,d_eff_meas,f_eff_meas,rho_rd,pair,gamma_r,leverage,log_alignment,S,feasible
4,1,256,32,8.0,64.0,0.6353150507260328,0.1656833739159028,27.723371782750846,256,9.234086026984645,5,0.43667121521861535,3.006780125983283,0.2115630526303222,0.7616295124758707,True
4,1,256,32,8.0,64.0,0.6353150507260328,0.1656833739159028,27.723371782750846,256,9.234086026984645,6,0.4516916857569624,2.938803542972231,0.22818797678920624,0.7533336181587117,True
4,1,256,32,8.0,64.0,0.6353150507260328,0.1656833739159028,27.723371782750846,256,9.234086026984645,7,0.49052774070441846,3.033918581171386,0.2752496290793576,0.6719431101964022,True
4,1,256,32,8.0,64.0,0.6353150507260328,0.1656833739159028,27.723371782750846,256,9.234086026984645,8,0.4307386539953349,2.848001995877347,0.20522479057413837,0.8151656374036664,True
4,1,256,32,8.0,64.0,0.6353150507260328,0.1656833739159028,27.723371782750846,256,9.234086026984645,9,0.5074717054483977,2.9808143135967975,0.29776948889943294,0.6610788215307817,True
4,1,256,32,8.0,64.0,0.6353150507260328,0.1656833739159028,27.723371782750846,256,9.234086026984645,10,0.41729957249205085,3.1460501483529226,0.19132871961084574,0.7617043208222661,True
4,1,256,32,8.0,64.0,0.6353150507260328,0.1656833739159028,27.723371782750846,256,9.234086026984645,11,0.42402659393548087,3.004984696750733,0.19820530104710266,0.7848102020922423,True
4,1,256,32,8.0,64.0,0.6353150507260328,0.1656833739159028,27.723371782750846,256,9.234086026984645,12,0.43927137622954454,3.121591830719599,0.2143812302893552,0.7292744187434627,True
4,1,256,32,8.0,64.0,0.6353150507260328,0.1656833739159028,27.723371782750846,256,9.234086026984645,13,0.4291703727983866,3.0081158202719807,0.20357037299618141,0.774596825678888,True
4,1,256,32,8.0,64.0,0.6353150507260328,0.1656833739159028,27.723371782750846,256,9.234086026984645,14,0.4068913680602078,3.0588139961429577,0.1809951393569274,0.803467759437053,True
4,1,256,32,8.0,64.0,0.6353150507260328,0.1656833739159028,27.723371782750846,256,9.234086026984645,15,0.5015986253214504,2.823356273525201,0.2898192625155276,0.70611913100483,True
4,1,256,32,8.0,64.0,0.6353150507260328,0.1656833739159028,27.723371782750846,256,9.234086026984645,16,0.4797258483628943,3.000648733978371,0.2615425586239743,0.6946910792931936,True
4,1,256,32,8.0,64.0,0.6353150507260328,0.1656833739159028,27.723371782750846,256,9.234086026984645,17,0.392192354221881,3.1048088711224677,0.1670170812779197,0.8212322701317093,True
4,1,256,32,8.0,64.0,0.6353150507260328,0.1656833739159028,27.723371782750846,256,9.234086026984645,18,0.5081292347636821,2.936841032127563,0.2986693039189532,0.6701088881335835,True
4,1,256,32,8.0,64.0,0.6353150507260328,0.1656833739159028,27.723371782750846,256,9.234086026984645,19,0.4370368672037616,3.028483263143526,0.21195787403267285,0.7555387577142147,True
4,1,256,32,8.0,64.0,0.6353150507260328,0.1656833739159028,27.723371782750846,256,9.234086026984645,20,0.42114510123384236,3.0599221797163203,0.19524048347824072,0.7759931097647444,True
4,1,256,32,8.0,64.0,0.6353150507260328,0.1656833739159028,27.723371782750846,256,9.234086026984645,21,0.4346473842063261,2.910468284285353,0.20938655003004533,0.7904966951613197,True
4,1,256,32,8.0,64.0,0.6353150507260328,0.1656833739159028,27.723371782750846,256,9.234086026984645,22,0.41956963917877266,3.045272578010346,0.19363169449570763,0.782653936397326,True
4,1,256,32,8.0,64.0,0.6353150507260328,0.1656833739159028,27.723371782750846,256,9.234086026984645,23,0.45172365639009554,3.216486754078504,0.22822426347943608,0.6882486971453642,True
4,1,256,32,8.0,64.0,0.6353150507260328,0.1656833739159028,27.723371782750846,256,9.234086026984645,24,0.47438241005416115,2.908931556519495,0.25494214889798855,0.7246660573680659,True
