cell,F,d_eff_nominal,N,s,geometry,monitor_angle_deg,monitor_rank,superposed,load,coherence,welch_floor,coherence_gap,d_eff_meas,f_eff_meas,rho_rd,pair,gamma_r,log_alignment,leverage,delta_read,delta_input,feasible
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,3,0.3963782359738667,0.17092558538726924,1.52911994402808,1.6498659006972713,1.6498659006972713,True
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,4,0.369334000443467,0.14665438524775,1.52911994402808,1.7706762294470118,1.7706762294470118,True
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,5,0.34300247752654384,0.1251672691637789,1.7819796214766108,1.636062950120527,1.636062950120527,True
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,6,0.38191466314415096,0.15765877090147987,1.807878666724062,1.4483195301857366,1.4483195301857366,True
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,7,0.254110223786165,0.06675110665543994,1.6994895927372546,2.315577665084768,2.315577665084768,True
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,8,0.4226181063762077,0.19675245980615352,1.5166647182264332,1.5601354897947508,1.5601354897947508,True
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,9,0.2803523756365128,0.08185826386750558,1.6994895927372546,2.098829936193705,2.098829936193705,True
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,10,0.32718809271066623,0.11322698425177151,1.807878666724062,1.690570279967736,1.690570279967736,True
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,11,0.5557039277936102,0.36933597960462056,1.52911994402808,1.176833386635168,1.176833386635168,True
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,12,0.30598580318643287,0.09830470184020185,1.6079917117151858,2.0324268194156967,2.0324268194156967,True
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,13,0.32757138657701224,0.11350807629706947,1.866530383505695,1.6355317417829631,1.6355317417829631,True
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,14,0.3052656793647825,0.09781917319536752,1.6079652000071265,2.037254917328346,2.037254917328346,True
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,15,0.30110705061190024,0.0950422172305195,1.6079652000071265,2.0653917107343305,2.0653917107343305,True
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,16,0.3720325027154418,0.14897365072070914,1.5715209433218382,1.7104049434339745,1.7104049434339745,True
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,17,0.3660876688151133,0.14389367468487468,1.7249935537536658,1.5835341112753543,1.5835341112753543,True
2,32,16,16,0.05,random,30.0,4,True,2.0,0.6775846392715594,0.1796053020267749,0.4979793372447845,11.04591368567214,32,2.8969989183880545,18,0.3872913929509588,0.16251260369883458,1.6714947393772088,1.5447462174255386,1.5447462174255386,True
